"podcast","number","date","year","month","weekday","duration","host","title","summary","category","topic","guests"
"125","The Incomparable","249",2015-05-31,"2015","May","Sunday",98.1,"Jason Snell","Critical Batman Deficit","After a season full of comic-book superhero TV shows, we’re here to chart the highs and lows of “The Flash,” “Arrow,” “Agents of SHIELD,” “Agent Carter,” “Daredevil,” and “Constantine.” Some of them were great, some quite surprising, and others crushing disappointments. (This episode contains light spoilers—nothing we consider completely earth-shattering, but if you wish to be completely spoiler free, listen after watching or consult the time code in our show notes.)","Shows","Superhero TV wrap-up","Lisa Schmeiser, Philip Mozolak, Guy English, Dan Moren, Tony Sindelar, David J. Loehr"
"126","The Incomparable","248",2015-05-23,"2015","May","Saturday",98.3166666666667,"Jason Snell","Most Poetic Sledgehammer","Professor Siracusa’s Anime 102 is in session! This week we’re discussing the 1995 anime classic “Ghost in the Shell” and touching on its follow-up TV series, “Stand Alone Complex.” This is a cyberpunky action story about cyborgs and the meaning of life, and it’s full of guns, car chases, ninjas, weird outfits, and exposition.","Movies","Ghost in the Shell (Anime 102)","John Siracusa, Erika Ensign, Tony Sindelar"
"127","The Incomparable","247",2015-05-16,"2015","May","Saturday",66.0166666666667,"Jason Snell","Monkey Cam","On the occasion of David Letterman’s retirement after 33 years of hosting a late-night talk show, Jason Snell presents his take on Letterman’s significance, told with the help of a few friends.","Shows","Farewell, David Letterman","John Gruber, Andy Ihnatko, Tim Goodman, Philip Michaels, Aaron Barnhart"
"128","The Incomparable","246",2015-05-09,"2015","May","Saturday",82.9333333333333,"Jason Snell","The Shmoop Index","This episode is all about assigned reading from our school days. Stuff we loved and, more importantly, stuff we hated. Does Jason hate all French literature, or just Emma Bovary? Whose teachers assigned Ursula LeGuin and Kurt Vonnegut? And will Charles Dickens tear our friendly group of podcasters apart? Be sure to do the reading—there might be a quiz tomorrow.","Books","Assigned reading","Erika Ensign, Andy Ihnatko, David J. Loehr"
"129","The Incomparable","245",2015-05-04,"2015","May","Monday",82.1166666666667,"Jason Snell","Incomparable, Assemble!","Six members of The Incomparable panel went to see “Avengers: Age of Ultron” together, in person! And afterward we convened at Dan Moren’s house to discuss it over pizza and beverages. This is that conversation.","Movies","Avengers: Age of Ultron","John Siracusa, Dan Moren, Tony Sindelar, Serenity Caldwell, Andy Ihnatko"
"130","The Incomparable","244",2015-04-25,"2015","April","Saturday",94.7166666666667,"Jason Snell","The Adventures of Maggie the Mutant","Comic Book Club returns to discuss two ’90s stories featuring art by Alex Ross, “Marvels” and “Kingdom Come.” These books—one each for Marvel and DC, each available in a single trade paperback—feature lavish art and intriguing themes about the relationship between superhumans and regular humans. How do they told up two decades later? Our panel of longtime comic experts and babes in the continuity woods weighs in.","Comics","Marvels and Kingdom Come","Chip Sudderth, Erika Ensign, Lisa Schmeiser, Moisés Chiullan, Monty Ashley"
"131","The Incomparable","243",2015-04-17,"2015","April","Friday",96.15,"Jason Snell","Find My Lightsaber","A new “Star Wars VII: The Force Awakens” trailer has appeared! And, as was fated, we are here to deconstruct it within an inch of its life. Dark Side IKEA end tables! John Boyega quotes us the odds! Bespoke evil ships! And is that a glimmer in your eye, or just some lens flare? Plus we give some love to BB8, everyone’s favorite robotic soccer ball. ","Movies","Star Wars: The Force Awakens, Trailer 2 analysis","John Siracusa, Serenity Caldwell, Dan Moren"
"132","The Incomparable","242",2015-04-11,"2015","April","Saturday",107.933333333333,"Jason Snell","‘B’ for Bad Captain","Lay in a course and engage the warp drive! Our “Star Trek” Debate Club returns with spirited discussion of the best and worst captains in the galaxy, along with the best and worst aliens. Plus we get controversial with our choices for the most overrated and underrated things in “Star Trek,” and engage in a bit of lightning philosophy. Live long and prosper!","Shows","Star Trek Debate Club part 3","Brianna Wu, Tony Sindelar, Moisés Chiullan, David J. Loehr, Scott McNulty"
"133","The Incomparable","241",2015-04-04,"2015","April","Saturday",101.75,"Jason Snell","Shopping With Mrs. Gehrig","Play ball! It’s opening weekend, so Old Movie Club returns with two classic baseball movies: “Pride of the Yankees” and “The Bad News Bears.” Even if you don’t like baseball (like Erika), you may enjoy these movies just fine! One’s a biopic from the 1940s complete with a song, and the other is an appropriately gross 1970s comedy. Join us, won’t you?","Movies","“Pride of the Yankees” and “The Bad News Bears”","Erika Ensign, Philip Michaels, Steve Lutz, Monty Ashley, David J. Loehr"
"134","The Incomparable","240",2015-03-27,"2015","March","Friday",105.95,"Jason Snell","Pooping Alien","Our Rocket Surgery visit to bad sci-fi movies returns with a look at 1984’s “The Ice Pirates.” Foam robots! Swords and lasers! A mysterious water world! A strange balance of racism and social commentary! Bad effects! Baby animals! Robert Urich! A space herpe! Questional castration methods! Poop jokes! Oakland Raiders! John Carradine! Please, someone make it stop.","Movies","“The Ice Pirates”","Steve Lutz, Andy Ihnatko, David J. Loehr, John Siracusa, Joe Rosensteel, Monty Ashley"
"135","The Incomparable","24",2011-02-13,"2011","February","Sunday",61.4,"Jason Snell","My Word as Vorkosigan","Dive through a wormhole to defend the honor of the Imperium! We discuss Lois McMaster Bujold’s Vorkosigan series of novels, which we really can’t recommend highly enough. It’s swashbuckling Sci-Fi adventure with some great characters and a big canvas. And you can read most of them for free!","Books","The Vorkosigan Saga","Dan Moren, Scott McNulty, Serenity Caldwell"
"136","The Incomparable","239",2015-03-20,"2015","March","Friday",65.2166666666667,"Jason Snell","The Colour Blue","In honor of Sir Terry Pratchett, who died a week ago, four voracious Pratchett readers discuss what made Pratchett great, their favorite Pratchett works, and recommend places for newcomers to Terry Pratchett to get started.","Books","Terry Pratchett","Monty Ashley, Lisa Schmeiser, Steve Lutz, Dan Moren"
"137","The Incomparable","238",2015-03-14,"2015","March","Saturday",95.3166666666667,"Jason Snell","Caucus with the Dark Side","Finished, this podcast torture is. We conclude our conversation about “Star Wars - Episode III: Revenge of the Sith,” taking you all the way through the dissatisfying ending. As a bonus, we try to rank the prequels, and discover a surprising winner. (part 2 of 2)","Movies","“Star Wars - Episode III: Revenge of the Sith” part 2","John Siracusa, Serenity Caldwell, Steve Lutz, Dan Moren, Andy Ihnatko"
"138","The Incomparable","237",2015-03-06,"2015","March","Friday",95.75,"Jason Snell","Force Denier","War! We begin our final battle with the “Star Wars” prequels with our take on “Star Wars - Episode III: Revenge of the Sith.” After a long string of opening statements, we take on the crawl and the first few scenes of the film. Why does a droid wheeze? Why are villains introduced off screen? Why is Christopher Lee wasted? What’s the deal with all the elevators? Why is Darth Vader a chump? Why is there even more boring political science? What happened to Natalie Portman, and why is she wearing beaded bedclothes while standing on balconies? (part 1 of 2)","Movies","“Star Wars - Episode III: Revenge of the Sith” part 1","Steve Lutz, John Siracusa, Dan Moren, Serenity Caldwell, Andy Ihnatko"
"139","The Incomparable","236",2015-02-28,"2015","February","Saturday",79.7666666666667,"Jason Snell","Lived Long and Prospered","We celebrate Leonard Nimoy, pondering what made us love Mr. Spock, discussing some of Spock’s finest moments, and even bringing up some lesser known corners of the Nimoy canon.","Special","Celebrating Leonard Nimoy and Mr. Spock","Scott McNulty, Andy Ihnatko, David J. Loehr"
"140","The Incomparable","235",2015-02-22,"2015","February","Sunday",94.1833333333333,"Jason Snell","Plot Advancement Tribune","Our Old Movie Club, featuring classic films many of us haven’t seen selected just for us by Philip Michaels, is back!","Movies","Underappreciated Hitchcock","Philip Michaels, Steve Lutz, Monty Ashley, Dan Moren, David J. Loehr, Andy Ihnatko"
"141","The Incomparable","234",2015-02-15,"2015","February","Sunday",104.5,"Jason Snell","The Only Way Out Is In","Introducing a new recurring segment on The Incomparable that we call Rocket Surgery, in which we watch an unappreciated science fiction movie from the past and then talk about it.","Movies","Rocket Surgery: “The Core”","Dan Moren, John Siracusa, Tony Sindelar"
"142","The Incomparable","233",2015-02-07,"2015","February","Saturday",80,"Jason Snell","Selective Amnesia","We convene our Comic Book Club not to talk about a specific comic, but more generally the plight of the comic-book reader when it comes to events and continuity. Marvel and DC are both in the process of revisiting and changing their continuity via dramatic in-universe events. Is continuity worth the trouble? Are events fun, or soul-crushing? How do we feel about the old and new Marvel Secret Wars? Does the new all-woman Avengers team fill us with excitement or trepidation or both? And stick around after the show as we discuss Superman’s new power, the appeal of Harley Quinn, and even more comic nerdery!","Comics","Comic book continuity and events","Monty Ashley, Lisa Schmeiser, Andy Ihnatko"
"143","The Incomparable","232",2015-01-31,"2015","January","Saturday",93.3166666666667,"Jason Snell","Learning to Love Heidi II","Okay campers, rise and shine, and don’t forget your booties because it’s coooold out there! We partake in our midwinter ritual of watching “Groundhog Day” over and over again, not because we have to, but because we want to. How does something that seems so generic on its surface unfold into one of the deepest and (dare we say it) most beloved films of all time? Plus, we cope with the Andie MacDowell problem, theorize about everything Phil did in Punxsutawney that the movie didn’t show us, and liken the entire thing to a video-game speed run. Let’s live here!","Movies","“Groundhog Day”","Steve Lutz, Erika Ensign, Monty Ashley, Dan Frakes, Chip Sudderth"
"144","The Incomparable","231",2015-01-24,"2015","January","Saturday",88.0833333333333,"Jason Snell","Eat Pray Love Die Survive","The end of the world is here, or in the near future, or in the far future, or maybe all three? Our Book Club reconvenes to talk about three somewhat apocalyptic novels: “Station Eleven” by Emily St. John Mandel, “The Peripheral” by William Gibson, and “Slow Apocalypse” by John Varley.","Books","“Station Eleven” and “The Peripheral”","Lisa Schmeiser, David J. Loehr, Monty Ashley, Scott McNulty"
"145","The Incomparable","230",2015-01-17,"2015","January","Saturday",82,"Jason Snell","World-Class Weirdo","Comic Book Club returns, with a look at a work by legendary writer Alan Moore. This one’s “Promethea” (1999-2005), a strange mixture of Wonder Woman and mysticism and tarot cards and… well, there’s a lot. We discuss the amazing visuals, coloring, and lettering, and ponder the difference between appreciating a work of art and being entertained.","Comics","Alan Moore’s “Promethea”","Lisa Schmeiser, Monty Ashley, Chip Sudderth, Erika Ensign, Tony Sindelar"
"146","The Incomparable","23",2011-02-06,"2011","February","Sunday",64.4,"Jason Snell","Origin Story","Don your mask and cape and join us for a discussion of the good, the underrated, and the overrated in the realm of superhero movies. And you think we’re going to praise “The Dark Knight” you might be in for quite a shock… No, seriously, we rip it apart. We also discuss “Superman 2,” “Darkman,” “Iron Man,” “Megamind,” “The Incredibles,” “Unbreakable,” “The Rocketeer,” and many others.","Movies","Underrated Superhero Movies","John Siracusa, Serenity Caldwell, Ben Boychuk"
"147","The Incomparable","229",2015-01-10,"2015","January","Saturday",94.7833333333333,"Jason Snell","Divorce Mode","Hello and, again, welcome to the Aperture Science computer-aided enrichment center. We hope your brief detention in the relaxation vault has been a pleasant one. You are now in possession of the Aperture Science Handheld Portal Device. With it, you can create your own portals. These intra-dimensional gates have proven to be completely safe. You, Subject Name Here, must be the pride of Subject Hometown Here.","Games","“Portal” and “Portal 2”","Tiffany Arment, Brianna Wu, John Siracusa, Tony Sindelar"
"148","The Incomparable","228",2015-01-03,"2015","January","Saturday",129.916666666667,"Jason Snell","It’s Not a Draft: Our 2014 Favorites","It’s a new year! So as is traditional, we spend some time looking back at our favorite stuff from the past year. Plus we pick some of our favorite moments from the podcast and listen to listener choices for favorite Incomparable moments of the year.","Not provided","Best of 2014","Steve Lutz, Erika Ensign, David J. Loehr, Monty Ashley, Dan Moren, John Siracusa"
"149","The Incomparable","227",2014-12-28,"2014","December","Sunday",85.05,"Jason Snell","The Europeans Do It Better","In just moments, Rufus T. Firefly will appear, and all the people of Freedonia will cheer at the presence of their new leader. In the meantime, let’s take some time in our Old Movie Club to discuss the enduring and hilarious works of the Marx Brothers in general and the films “Duck Soup” and “A Night at the Opera” in particular.","Movies","The Marx Brothers","David J. Loehr, Steve Lutz, Philip Michaels, Monty Ashley, Andy Ihnatko"
"150","The Incomparable","226",2014-12-21,"2014","December","Sunday",114.066666666667,"Jason Snell","Stop Circulating the Tapes","It’s the holiday season, when it’s time to consider what’s truly important. We spend time with family and friends and maybe even reserve a few moments to ponder some of life’s mysteries: Is Bea Arthur really Boba Fett? Does Han Solo have a secret Wookie bride? What is Tobor spelled backward? And does C-3PO have eyelids?","Shows","The Star Wars Holiday Special","David J. Loehr, John Siracusa, Steve Lutz, Erika Ensign, Tony Sindelar"
"151","The Incomparable","225",2014-12-13,"2014","December","Saturday",65.7666666666667,"Jason Snell","A Very Different Idea of Fun","It’s your usual detective story, with a guy obsessed with a mystery, a femme fatale, and… an asteroid that’s about to kill most of the living things on the earth? That’s the premise for “The Last Policeman” by Ben Winters. We liked the book (and its two sequels) quite a lot, though that comes with a big caveat based on what your definition of “fun” is, and apparently if you’re a soulless monster or not. Plus: What are we reading?","Books","“The Last Policeman”","Erika Ensign, Lisa Schmeiser, David J. Loehr"
"152","The Incomparable","224",2014-12-06,"2014","December","Saturday",79.9833333333333,"Jason Snell","Canonical Space Goo","Not many people remember the ’80s sci-fi TV series “Galaxy Quest,” starring Jason Nesmith and Alexander Dane, let alone remember it with fondness. But we’ve assembled a panel full of Questarians who will change your mind. By Grabthar’s hammer, what a topic!","Movies","“Galaxy Quest.”","Erika Ensign, Glenn Fleishman, David J. Loehr, Scott McNulty, Joe Rosensteel"
"153","The Incomparable","223",2014-11-30,"2014","November","Sunday",84.7333333333333,"Jason Snell","Picking My Shorts","In the not too distant future—next Sunday A.D.—there was a guy named Joel, not too different from you or me. He worked at Gizmonic Institute, just another face in a red jumpsuit. He did a good job cleaning up the place, but his bosses didn’t like him, so they shot him into space. And thus began “Mystery Science Theater 3000.”","Shows","Mystery Science Theater 3000","David J. Loehr, Andy Ihnatko, Philip Michaels, Scott McNulty, Steve Lutz"
"154","The Incomparable","222",2014-11-28,"2014","November","Friday",72.1833333333333,"Jason Snell","Forcegiving","There’s now a teaser trailer for “Star Wars: The Force Awakens”, and you know we have opinions. And so, in great Incomparable fashion, we’re here to talk about 80 seconds of video for more than an hour. How could we not?","Movies","“Star Wars: The Force Awakens” teaser trailer","John Siracusa, Dan Moren"
"155","The Incomparable","221",2014-11-22,"2014","November","Saturday",94.9666666666667,"Jason Snell","Do the Hand-Wavy Thing","With this season of “Doctor Who” completed, it’s time to break down the start of Peter Capaldi’s tenure as our favorite Time Lord. Is he a good man or a cosmic hobo? Why are hugs untrustworthy? Why does Jason keep watching episodes in hotel rooms? These questions and many others are asked, and some of them are even answered.","Shows","Doctor Who season 8 recap","Erika Ensign, Glenn Fleishman, Dan Moren, David J. Loehr"
"156","The Incomparable","220",2014-11-15,"2014","November","Saturday",74.6166666666667,"Jason Snell","Authentic Cop Mustache","We wade into the world of webcomics, discussing the explosion of sequential art on the Internet and our very favorite webcomics. If you don’t spend hours and hours reading comics after listening to this episode, we haven’t done our jobs.","Comics","Webcomics","Erika Ensign, John Siracusa, Tony Sindelar, Glenn Fleishman"
"157","The Incomparable","22",2011-01-30,"2011","January","Sunday",58.3333333333333,"Jason Snell","Stephen Fry (Does Not Appear)","Recorded live and in person before a studio audience (of one)! We discuss Stephen Fry, Sherlock Holmes, James Bond, Sean Connery, Scottish accents, corpulent detectives, V for Vendetta, 1984, Fahrenheit 451, Ray Bradbury, Solaris, The Fountain, Garfield, “in medias res” movie conceits, Doctor Who special effects, our favorite TV shows of all time (including Buffy, Max Headroom, Sports Night, Spaced, Smack the Pony, and the Rockford Files), The Middleman, Kevin Sorbo, Gene Roddenberry’s posthumous oeuvre, and why Steven Spielberg can’t make a good TV show.  Also: the debut of the Spoiler Quack.","Shows","Pointless, Endless Rambling","Dan Moren, Glenn Fleishman, Serenity Caldwell"
"158","The Incomparable","219",2014-11-08,"2014","November","Saturday",82.4833333333333,"Jason Snell","Terrible Things for Awful Reasons","Old Movie Club returns! And things get dark awfully fast, because we watched two Film Noirs: “Kiss Me Deadly” (1955) and “Out of the Past” (1947). These films contain action, punching, unlikely romance, death by fishing line, horrible ethnic stereotypes, questionable female characters, inexplicable plots, and a box containing a nuclear whatsit. Va-va-va-voom!","Not provided","Film Noir movie club","Philip Michaels, Erika Ensign, Steve Lutz, David J. Loehr"
"159","The Incomparable","218",2014-11-01,"2014","November","Saturday",84.4666666666667,"Jason Snell","Three Dads and a Superfast Baby","We review the new TV shows of the fall, including the influx of new comic-book based series such as “The Flash,” “Gotham,” and “Constantine.” Also we highlight some of the best shows the fall has to offer, and laugh at some of the worst.","Shows","2014 Fall TV shows","Philip Michaels, Lisa Schmeiser, Dan Moren, Monty Ashley, David J. Loehr"
"160","The Incomparable","217",2014-10-25,"2014","October","Saturday",78.15,"Jason Snell","Weird Reverse Hidden Charisma","Come with us if you want to live! It’s time for our re-watch of 1984’s classic sci-fi/horror/monster/car chase movie “The Terminator.” It’s a film that offers a fine distillation of everything ’80s, from Linda Hamilton’s Guess jeans to the pulsating Casio keyboard soundtrack. How do Kyle Reese’s stolen pants remind him of home? And whatever you do, keep an eye out for a gigantic Austrian! ","Movies","“The Terminator.”","Erika Ensign, Steve Lutz, David J. Loehr"
"161","The Incomparable","216",2014-10-18,"2014","October","Saturday",67.8,"Jason Snell","Maps of London","London is a thriving modern metropolis, but beneath its streets and behind its doors are ancient, magical secrets. In this episode, a group of (North) Americans discuss some of our favorite London-based urban fantasy novels. This is a spoiler-light episode, so listen in and get ready to add a whole bunch of books to your to-read list. Plus, what are we reading?","Books","Urban fantasy novels set in London.","Erika Ensign, Dan Moren, David Burkhart"
"162","The Incomparable","215",2014-10-11,"2014","October","Saturday",88.5833333333333,"Jason Snell","Someone Is Threatening My Whales","Set your phasers to stun and get ready for another round of our panel’s choices for the best and worst of “Star Trek.” This time, we’re debating the best and worst Trek series and movies. Jason and Brianna’s mirror-universe duplicates are revealed. And Tony spends a lot of time talking about sea life.","Shows","More of the best and worst of “Star Trek.”","Moisés Chiullan, Brianna Wu, David J. Loehr, Scott McNulty, Tony Sindelar"
"163","The Incomparable","214",2014-10-04,"2014","October","Saturday",72.5166666666667,"Jason Snell","Fun is Underrated","Space detectives! Pathologically honest spaceship captains! Murderous alien molecules! Solar-system-wide diplomacy! You’ll find all this and more in “The Expanse,” a sci-fi novel series by James S.A. Corey that’s soon to become a SyFy channel series. The members of our Book Club highly recommend it. Also: What are we reading?","Books","“The Expanse” book club.","Dan Moren, Scott McNulty, David J. Loehr"
"164","The Incomparable","213",2014-09-27,"2014","September","Saturday",106.7,"Jason Snell","You Need an Agent of Chaos","Why build fantasy sports teams when you can build a fantasy sketch-comedy team? On the occasion of the debut of season 40 of “Saturday Night Live,” we assemble six different SNL fantasy casts from the very first cast to the most recent vintage. Almost everyone gets a Phil Hartman! But only after a whole bunch of rules debates.","Shows","Fantasy “Saturday Night Live” draft","David J. Loehr, Philip Michaels, Lisa Schmeiser, Lex Friedman, Monty Ashley"
"165","The Incomparable","212",2014-09-20,"2014","September","Saturday",106.85,"Jason Snell","A MacGyver in the Making","Wind the frog and acquire more monkeys! It’s time for us to discuss the very first computer-animated feature film, 1995’s “Toy Story.” We ponder the rules of when toys can reveal themselves to people, question the physics of the Pizza Planet claw, and speak in defense of Sid (but not of Randy Newman). Also: Is this the end of Slinky Dog?","Movies","“Toy Story.”","John Siracusa, Merlin Mann, Andy Ihnatko, Steve Lutz, David J. Loehr"
"166","The Incomparable","211",2014-09-13,"2014","September","Saturday",81.25,"Jason Snell","These Are All Good Ideas","Dear Network Executives,","Shows","TV show reboot pitches.","Andy Ihnatko, Philip Michaels, Moisés Chiullan, David J. Loehr"
"167","The Incomparable","210",2014-09-05,"2014","September","Friday",86.2833333333333,"Jason Snell","You Ain’t No Nice Guy","Take your flu medication, head west out of the abandoned cities, and join us for our discussion of Stephen King’s classic novel “The Stand.” We discuss why we enjoy (literary) apocalypses, question King’s setting of the revised edition in 1990, and join forces with an impossibly wise Yoda figure to plan the ultimate battle between the forces of good and the forces of Vegas. Baby, can you dig your man?","Books","Stephen King’s “The Stand.”","Erika Ensign, Lisa Schmeiser, Monty Ashley, John Siracusa"
"168","The Incomparable","21",2011-01-23,"2011","January","Sunday",55.1166666666667,"Jason Snell","Event Crisis","Comic Book Club returns with a discussion of comic-book “special events,” and why they are (in most cases) amazingly disappointing. We discuss our favorite and least-favorite events, from Crisis on Infinite Earths to Civil War to that time that Superman fought Spider-Man.","Comics","Special Event Comics","Lisa Schmeiser, Jason Brightman"
"169","The Incomparable","209",2014-08-30,"2014","August","Saturday",107.733333333333,"Jason Snell","One Gorn Limit","Set your phasers to stun and join us for a celebration of everything we love… and hate… about Star Trek. Our panel of Star Trek fans picks their favorite episodes and characters! But we balance out the niceness by also picking the worst episodes and characters “Star Trek” has brought us over the years across five different TV series.","Shows","The best and worst of the “Star Trek” franchise.","Brianna Wu, Tony Sindelar, Scott McNulty, David J. Loehr"
"170","The Incomparable","208",2014-08-23,"2014","August","Saturday",133.166666666667,"Jason Snell","The Good People Are Dead Already","Sharpen your shivs and barbecue some rats, because it’s time for us to talk about the apocalyptic video game “The Last of Us.” We talk about the story and the characters in this relentlessly bleak story of a man and a girl trying to survive both zombies and people. If you want even more, stay tuned after the music for an entire bonus episode about gameplay and technical aspects of the game.","Games","“The Last of Us.”","John Siracusa, Brianna Wu, Steve Lutz, Tiffany Arment"
"171","The Incomparable","207",2014-08-15,"2014","August","Friday",80.5333333333333,"Jason Snell","I Am Groot","Put in your mix tape and get ready for a climactic dance-off! We’re talking “Guardians of the Galaxy,” Marvel’s latest hit movie and a real departure in so many ways. What makes the movie work? What are its flaws? We break it all down.","Movies","“Guardians of the Galaxy.”","Serenity Caldwell, David J. Loehr, Monty Ashley, Tony Sindelar"
"172","The Incomparable","206",2014-08-09,"2014","August","Saturday",93.5666666666667,"Jason Snell","It’s All BBC to Me","Oi, guv’nor! In this episode five people from North America spend a lot of time talking about British TV we love. If you are not from the UK, you’ll find a lot of fantastic “programmes” from the telly that are worth your attention. And if you are from jolly old Blighty, please laugh along as ignorant Americans assume that every TV show from England is produced by the BBC. Grab a cuppa and a curry and join us, won’t you?","Shows","British TV picked by silly Americans.","Erika Ensign, Andy Ihnatko, Monty Ashley, David J. Loehr"
"173","The Incomparable","205",2014-08-02,"2014","August","Saturday",78.1166666666667,"Jason Snell","Love Machine","In the long tradition of big, giant robots came 1999’s “The Iron Giant,” the film Brad Bird made before he made “The Incredibles.” It was kind of a flop in its initial release, but this animated feature has become rightfully recognized as a classic. We debate the Giant’s original purpose, break down a surprisingly large succession of poop jokes, and ponder the Giant’s ultimate destiny to be the benevolent robot-king of Iceland.","Movies","“The Iron Giant.”","John Siracusa, Merlin Mann, Steve Lutz, David J. Loehr, Tony Sindelar"
"174","The Incomparable","204",2014-07-27,"2014","July","Sunday",76.1833333333333,"Jason Snell","Where Cynicism Meets Optimism","On Comic-Con weekend, we convene to discuss the latest rash of re-casting comic book heroes. Thor is now a woman! Captain America is black! We’re all for increasing diversity in a medium whose classic characters are dominated by white men, but what are the right ways to do it? And are there wrong ways, or does every little bit help?","Comics","Re-casting classic comics characters.","Brianna Wu, Andy Ihnatko, David J. Loehr, Monty Ashley"
"175","The Incomparable","203",2014-07-19,"2014","July","Saturday",116.333333333333,"Jason Snell","Get to the Farting Aliens","“Doctor Who” will be returning shortly, with Peter Capaldi stepping into the role. So what if you’re “Doctor Who”-curious, but intimidated about where to jump in? Our panel of extraordinary “Doctor Who” fans has lots of recommendations for you. Then we survey the highs and lows of the show’s revival era, which featured Christopher Eccleston and David Tennant in the role of The Doctor.","Shows","Getting started with “Doctor Who,” and the show’s Eccleston/Tennant era.","Erika Ensign, Chip Sudderth, Glenn Fleishman"
"176","The Incomparable","202",2014-07-12,"2014","July","Saturday",109.616666666667,"Jason Snell","The Partial Monty","Bury your dead in a Zeppelin and call your interplanetary accountant—it’s time for our annual read of the Hugo Award nominees. We cover this year’s award nominees, plus the “retro Hugos” from 1939, both of which will be awarded in August in London. Also, someone defends Mira Grant.","Books","The 2014 Hugo Award nominees.","Erika Ensign, Scott McNulty, Monty Ashley, David J. Loehr"
"177","The Incomparable","201",2014-07-04,"2014","July","Friday",107.6,"Jason Snell","Democracy is Awful","Break out the stars and stripes, put on your tap shoes, crawl into your shame hole, and join us for a very patriotic edition of Old Movie Club. We discuss the musical “1776,” which stars KITT from “Knight Rider” and the guy from “The White Shadow,” and the biopic musical “Yankee Doodle Dandy,” which stars James Cagney.","Movies","Patriotic musicals.","Andy Ihnatko, Philip Michaels, David J. Loehr, Monty Ashley, Glenn Fleishman, Steve Lutz"
"178","The Incomparable","200",2014-06-27,"2014","June","Friday",180,"Jason Snell","Butter Zone","We celebrate our 200th episode with this mega-sized installment. We discuss what it means to have geeky enthusiasms (and whether we should grow up), and then listen to some reader feedback. Plus there’s a draft, some beer, and special guest stars.","Special","Our 200th episode!","John Siracusa, Serenity Caldwell, Dan Moren, Erika Ensign, Monty Ashley"
"179","The Incomparable","20",2011-01-17,"2011","January","Monday",58.75,"Jason Snell","Everyone’s a Redshirt in Real Life","Get your hat and your shotgun and prepare for the Zombie Apocalypse! We discuss AMC’s TV series “The Walking Dead,” as well as touch on some zombie movies including “Zombieland” and “Dawn of the Dead.”","Shows","The Walking Dead","John Siracusa, Steve Lutz"
"180","The Incomparable","2",2010-08-30,"2010","August","Monday",54.5833333333333,"Jason Snell","A Feeling of Vertigo","I call this meeting of Comic-Book Club to order! Today we will be discussing “The Unwritten” by Mike Carey and Peter Gross, published by Vertigo. But of course, we end up talking about much more than just “The Unwritten,” as any good book club should.","Comics","The Unwritten","Lisa Schmeiser, Jason Brightman"
"181","The Incomparable","199",2014-06-22,"2014","June","Sunday",103.316666666667,"Jason Snell","Get This Man Some New Paint","In this episode we recap our take on the TV season that recently concluded. In a segment with little to no spoilers, we largely discuss shows we like, including “Orphan Black,” “Marvel’s Agents of SHIELD,” and even “The Blacklist” and “The Good Wife.” Then at the end of the show we slip into spoiler territory and talk about season 4 of “Game of Thrones.”","Shows","2013-14 TV season in review, plus “Game of Thrones.”","Erika Ensign, John Siracusa, David J. Loehr, Scott McNulty"
"182","The Incomparable","198",2014-06-14,"2014","June","Saturday",85.2166666666667,"Jason Snell","A Critical Mass of Lady Geeks","In this episode we convene a panel of women who love geeky stuff to discuss portrayals of girls and women in geek media, how girls and women are received in geek culture, and the books, movies, comics and TV shows that do it right.","Special","Women in geek culture.","Lisa Schmeiser, Erika Ensign, Brianna Wu"
"183","The Incomparable","197",2014-06-07,"2014","June","Saturday",91.4,"Jason Snell","Fail Fast","We love Pixar, and we’re a bunch of creative professional types. So as you can imagine, we devoured “Creativity Inc.”, by Pixar president Ed Catmull. Is it a business book or an anti-business book? How do you foster creativity? Is Pixar’s formula one that provides safety while preventing works of staggering genius? How much is a director or writer the author of a Pixar movie, and how much is the studio itself? And is the wild success of “Frozen” proof of anything?","Movies","Pixar and Ed Catmull’s “Creativity Inc.”","Lisa Schmeiser, John Siracusa, Glenn Fleishman, David J. Loehr"
"184","The Incomparable","196",2014-05-31,"2014","May","Saturday",99.0833333333333,"Jason Snell","Golem and Jinni Detective Agency","Every year Scott and Jason read all the Hugo Award-nominated novels, which supposedly show off the best science fiction has to offer. That hasn’t always gone well, so this year they’ve read the eight novels nominated for the Nebula Awards—and recruited three other SF podcasters to join them in the fun. We discuss all eight novels with extremely light-to-no spoilers, so it’s safe to listen. And the good news? All eight of these novels are pretty good!","Books","2014 Nebula Award nominees","Scott McNulty, Fred Kiesche, Shaun Duke, Paul Weimer"
"185","The Incomparable","195",2014-05-17,"2014","May","Saturday",117.183333333333,"Jason Snell","Peak Crate","Following in the footsteps of our video-game draft, it’s time for us to select some of our favorite computer games of all time. Real-time strategy! Arcade style! Text adventures! From the earliest days of video games up to the present, we’ve got it covered. Now if we could just figure out what was in those crates…","Games","Computer game draft.","Dan Moren, Monty Ashley, Erika Ensign, Tony Sindelar, Steve Lutz, John Siracusa"
